,2036
Pianist on Right Piano,1
Doris Wilson,1
Star Actress,1
Dot Wilson,1
John Brown,1
Rubie Abbott,1
Maggie  ,1
Eva Condon,1
Jere Grady,1
The Grouch,1
Edward Manly,1
Frankie Carpenter,1
Claude Gillingwater,1
Bruce Benton,1
a millionaire promoter,1
Edith Lyle,1
Lillian Benton,1
George Thompson,1
Edward Flynn,1
a sergeant of police,1
Frank Wunderlee,1
The King,1
Robert Jones,1
The Executioner,1
Ed Wynn,1
The Jester,1
Dorothy Regel,1
Adelaide Black,1
the telephone operator,1
Tillie Green,1
Stanley Young,1
Tom Brown,1
Claude West,1
Rufus White,1
a colored ge'man,1
Dorothea Antel,1
Myrtle Gray,1
a soubrette,1
Franklyn Ardell,1
Ned Mathews,1
candidate for mayor,1
Caesar Rivoli,1
Prologue,1
Andrew MacQuarrie,1
Father Bertrand,1
Mme. Bertha Kalich,1
Bertha Kalich,1
John Harrington,1
Michel Kerouac,1
Al. Piantadosi,1
Performer - Melinda's Wedding Day,1
Marie Walters,1
Elsie Smith,1
"His wife, candidate for mayor",1
The Barry Girls,1
Assistants to George Felix,1
James  ,1
James,1
servant,1
Eliza,1
maid,1
Mrs. Sarah Gordon,1
Ralph Lynn,1
Algy Sloman,1
Helen Burkett,1
Carrie Story,1
College Chum of Vera's from Vassar,1
Jos. Merrick,1
DeWitt Wright,1
Ben Deely,1
Bell Boy,1
first night on duty,1
Joseph Green ,1
Inspector Turner,1
Francis McGinn,1
Officer O'Reilly,1
Herbert Heywood,1
Gennaro Satro,1
The Harvey Family,1
(Aerialist),1
Europe's Most Famous Lady Aerialists,1
Ben Deely and Company,1
"""The New Bell Boy.""",1
(Newsreel),1
The News of the World: Illustrated by Moving Pictures,1
Belle Blanche,1
Comedienne,1
The Prima Donna Comedienne,1
"Frank ""Slivers"" Oakley",1
Clown,1
"""The Ball Game.""",1
Muir,1
Exit March,1
"""You Did, You Know You Did""",1
"McDevitt, Kelly and Lucey",1
"""The Piano Movers and The Actress.""",1
Julius Tannen,1
Chatterbox,1
George Drumm's Bronx Theatre Orchestra,1
"March--""El Capitan"" by Sousa",1
Francis McGinn and Company,1
"""The Cop""",1
Montambo and Wells,1
Acrobats,1
Acrobatic Funoscities,1
Natalie and Aurie Dagwell,1
Singers,1
Songs of To-day and Yesterday,1
Henry Bull,1
(The Girl from Childs),1
Harry Woodruff,1
Robert Hornblower,1
full of debt,1
P. G. Rockman,1
Mr. Henry Bull,1
The Girl from Childs,1
Isabelle West,1
Mrs. Ann Gray,1
full of trouble,1
P.G. Rockman,1
Margaret Lotus,1
Bernice Wise,1
full of advice,1
James Cooley,1
Walter  ,1
his friends,1
Gordon Burby,1
a dramatic critic,1
Frank Stacy,1
Bozo,1
Edmond Hayes,1
The Superintendent,1
Claud Usher,1
Jerry Kelly,1
Fannie Usher,1
Joe,1
Jerry's sister,1
By Himself,1
Chas Ledegar,1
The Flying Dutchman,1
Ted Snyder,1
Leo Edwards,1
Amy ,1
Geo. D. Baker,1
Bob ,1
Lawrence Grattan,1
The Wanderer,1
James William FitzPatrick,1
Hirsch,1
Performer at Intermission,1
Edward Gillespie,1
The Detective,1
John O'Keefe,1
The Wardman,1
Edith Shayne,1
The Mother,1
Rockcliffe Fellowes,1
The Father,1
Edith MacBride,1
The Cashier,1
Harold Grau,1
The Flirtatious Youth,1
Florence Daniels,1
The Customer,1
Mr. Beban,1
The Italian,1
Kelly,1
Performer of the Exit March,1
The Zanettos,1
Comedy jugglers,1
Mr. Lawrence Grattan,1
Mr. Geo. D. Baker,1
Bob,1
Miss Ivy Benton,1
Sylvia,1
Miss Eva Taylor,1
Amy,1
an office clerk,1
Anitra Anderson,1
a leading lady,1
Phyllis Lloyd,1
an actress  ,1
Brutus,1
Marc Antony,1
Second Interlude,1
Baradas,1
Richelieu,1
Third Interlude,1
Jimmie Barry,1
Zeke Wilkins,1
"""The Rube""",1
Mrs. Jimmie Barry,1
Miss Dazie Dazzleman,1
"""The Actress""",1
"""Props""",1
(Of The Folly Theatre),1
Si Terwilliger,1
"(Editor of ""The Hornet"")",1
Jimmy,1
the outcast,1
Rea Martin,1
Jenny,1
the heroine,1
Romeo,1
A Woman,1
Marie Laure,1
Edward Morrison Leigh,1
one of the old school,1
Jack Kennedy,1
Mr. John Rugg,1
head of Consolidated Stove Works,1
Chauncey Monroe,1
Mr. Ralph Timmins,1
The Bookkeeper,1
Virginia Reynolds,1
Miss Jane Hooper,1
Mr.Rugg's Private Stenographer,1
Thos. A. Wise,1
Senator Wm. H. Langdon,1
of Mississippi,1
William Black,1
Sen. Horatio Peabody,1
of Pennsylvania,1
Molise Campion,1
Carolina Langdon,1
One of Senator Langdon's Two Daughters,1
Aurelio Coccia,1
Sig. A. Ranghelli,1
Miss D. Harlow,1
Mlle. Minni Amato,1
W. H. Murphy,1
Howland Rant,1
Blanche Nichols,1
Constant Lemon,1
Lillian Palmer,1
Harold B. Ginner,1
Alfred Hollingsworth,1
Mr. Ridgewell,1
a jeweler,1
Minni Amato,1
Henry Crowe,1
A. Dolgi,1
Gontran,1
A. Leone,1
Guy,1
Helen Dunn,1
D. Harlow,1
A. Ranghelli,1
Yuki Yamakura,1
F. Vennum,1
General Idea,1
Carl Duke,1
Private Affairs,1
Lewis F. Muir,1
Zaamee,1
the Arabian Intermezzo,1
Ruby Hoffman,1
Harry Prew ,1
Hazel Rosewood ,1
Richard Pitman,1
Henry H. Brice,1
his secretary,1
Leander de Cordova,1
Thomas Watson,1
the warden,1
Wm. W. Cohill,1
Robert Stevens,1
a trusty,1
George Daglenn,1
Lieutenant Bowers,1
of the Governor's staff,1
George Fisher,1
Bill Tubbs,1
a prison guard,1
Margaret Durant,1
Willard Simms,1
Sam Flinders,1
Eugene Robinson,1
Mike,1
his secretary ,1
Mr. Wm Dillon,1
The Electrician,1
Eva Davenport,1
Mrs. Adelaide Walker,1
the ceiling walker,1
Katherine Blair,1
"Mrs. Porter Jerome, Jr.",1
a home breaker,1
Jean Eyrington,1
Oscar  ,1
Mr. Fisher,1
John McCann,1
Miss Scoville,1
Helen McCann,1
a home broker,1
Lulu McConnell,1
Dora Day,1
"a country girl, Jessie Day's twin",1
Frank Sheridan,1
Richard Fallon,1
a millionaire mine owner,1
Mary Stockwell,1
Mrs. Howard,1
Ubert Carlton,1
Freddie Osborn,1
cry baby,1
Frank Ebright,1
Jack Chatfield,1
some pal,1
Jack Ryan,1
Rufus Allen,1
"college ""grind""",1
Lorraine Lester,1
Helen Gordon,1
some girl,1
Mark Murphy,1
Patrick J. Clancy,1
S. Miller Kent,1
The Doctor,1
James M. Parks,1
The Thief,1
Walter Wilson,1
The Emperor Napoleon,1
Kathryn Kidder,1
Madame Sans Gene,1
Bride Elec,1
William Blatz,1
Mrs. Louis James,1
Elsie Janis,1
Ophelia,1
Walter Law,1
Father Egan,1
Yvonne Marvin,1
Catheleen Egan,1
Edwin Caldwell,1
Chas. Elliott,1
Votteler,1
C. G. V.,1
Mr. Harry Wood,1
Lieut. Connolly,1
Mrs. James,1
Bennett Southard,1
James Kendall,1
Bun  ,1
John W. Dunne,1
Jan Van Dyke,1
the Burgomaster,1
Sam Chip,1
Willem Klomp,1
the gardener's assistant,1
Addie Ayers,1
Lena Hofflemeister,1
Herself,1
Gretchen Googleeyes,1
Emmett Devoy,1
Bob Hammond,1
Rose Davis,1
Mrs. Wagstaff,1
Venus,1
Bun,1
Her Manager,1
Hysen Carrington Knocker,1
Irene Eby,1
Claryce,1
Harry Dayton,1
Percival Sterling,1
Lissette Mooney,1
Sammy Sloane,1
Harry Dodd,1
Anna Miller,1
Jane Kearney,1
Helen Bancroft,1
Zoe Brown,1
Pease Diehl,1
Soloist,1
Miss Nellie Morse,1
Pamela Roythorne,1
Marie Day,1
Hanna Roythorne,1
her grandmother,1
Hans Hartman,1
Blakely,1
the chauffeur,1
Eva Carpenter,1
Soprarno,1
Robert W. Smiley,1
David Roythorne,1
her father,1
Adelaide Herrmann,1
Cagliostro,1
The Master of Mystries,1
Emily Ann Wellman,1
Chief of police,1
Political Boss  ,1
Marion Sunshine,1
Lola,1
a Spanish dancer,1
Gertrude Webster,1
Natalie Panatella,1
Christine Zebelle,1
Anna Budd,1
ward of Dr. Budd,1
Daniel Webster Briggs,1
Dr. Budd's lawyer,1
Agnes Gildea,1
A Stout Party,1
Lugubrio Sobini,1
an undertaker,1
"The Misses Richmond, Aldrich, Newell, Ressley, Tennis, Vaughn, Antoinette, Barnard, Winslow, Lockhard, Ancker, O'Kane, M. Gildea, Guillette, Poir, Boylan, Ellsworth, Moeller",1
Act III Ladies,1
"The Misses Vaughn, Ressley, Raymond, Winslow, Newell, Tennis, Aldrich, Ancker, Barnard, Antoinette, O'Kane, Lockhard, M. Gildea, Guilette, Poir, Ellsworth, Boyland, Moeller",1
Act II Ladies,1
": The Misses Richmond, Vaughn, Newell, Aldrich, Antoinette, Tennis, O'Kane, Winslow, Lockhard, Barnard, Ancker, Ressley, Boylan, M. Gildea, Guillette, Poir, Ellsworth",1
Act I Ladies,1
"Messrs. Hessong Collins, Morrison, Enwright, Macrossan, Montgomery, Piper, McShane, Brush, Lafferty, Rowe, Ross",1
Act III Gentlemen,1
"Messrs. Hessong, Collins, Morrison, Enwright, Macrossan, Montgomery, McShane, Brush, Piper, Ross, Lafferty, Rowe",1
Act II Gentlemen,1
"Messrs. Morrison, Hessong, Collins, Enwright, Macrossan, Montgomery, Brush, Ross, Lafferty, McShane, Piper",1
Act I Gentlemen,1
Josephine Poore,1
Daisy Saltzer,1
Cyrus Blivins,1
Opry House Manager,1
Edward Kummerou,1
Gage Bennett,1
Jed Engle,1
who knows no fear,1
Armand Kalisz,1
Jacques,1
the artist and Latin Quarter Student,1
Mr. R. B. Richards,1
Porter from the Art Institute,1
Frank I. Frayne,1
Boob,1
who carries wood and gossip,1
Edward Kummeron,1
Laura Laire,1
Myrtle Clayton,1
whose health is in question,1
Almira Sessions,1
Mrs. Engle,1
doubtless his wife,1
Ethan Allen,1
Ephram Purdy,1
limb of the law,1
Geo. Bronson,1
a beauty seeker,1
Armand Cortes,1
Senor Castillo,1
a Spaniard,1
Mary Clark,1
Dana's stenographer,1
Anne Jones,1
a newspaper reporter,1
Cecil Archer Burton,1
the French Beauty,1
Fanny Kidston,1
Olga,1
the Russian Beauty,1
Carmen Granada,1
Dolores,1
the Spanish Beauty,1
Doris Vernon,1
Hulda,1
the Swedish Beauty,1
Adele Maynard,1
Zuleika,1
the Turkish Beauty,1
Al. Lee  ,1
A. Actor,1
Mrs. Robert Sanford,1
John A. Butler,1
Doris Hardy,1
Evelyn Rushworth,1
of the Churchill Cabaret,1
Alleyne Pickford,1
Amy Lawton,1
of Hoosick Falls,1
Juggling De Lisle,1
Comedy Entertainer,1
Sim Murray,1
Thelma Hoffel ,1
Milton Silsbe,1
Edward Stokem,1
Maude Powell,1
Blanche Barnes,1
Ara Martin,1
Nellie Crawford,1
Isabella Burnside,1
Grace Russell,1
Thelma Hoffel,1
Sadie Mullen,1
Louise Cameron,1
Tess Allen,1
Wilhelm Ransmitt,1
a recent addition to the British peerage,1
Percy Weller,1
a Turkish rug-peddler,1
Lillian Lestora,1
Beryl,1
who saves him from the pool,1
Fred. A. Burke,1
Rodo,1
who steals the charm,1
Madeline Berlo,1
Thetis,1
Who awakens the statues,1
Clara Sexton,1
Spirit of Amphitrite,1
Agnes Carroll,1
The Last of the Nereids,1
May Milloy,1
Birdie Smith,1
Grace Healy,1
Customer,1
Roxane Lansing,1
Mrs. Herbert Gordon,1
Ada Curry,1
Mrs. Rutherford Dean,1
Sarah De Grose,1
Lady in the Bath,1
Margaret Belmont,1
Gladys Webster,1
Carrie Jones,1
Elsa Grosser,1
Muse,1
who plays in the garden,1
Carlo Casetta,1
Martinez,1
who found the charm,1
Bud Baxter,1
a racetrack tout,1
a Turkish rug-pedler,1
Jeems ,1
Mrs. McSwatt,1
Her father's daughter,1
Promoter of the International Cabaret-Vaudeville Trust,1
Hilarion Ceballos,1
Zamora Pierce,1
William Harvey,1
Reggie Doubleday,1
from London,1
Joseph Martel,1
Tom Clarkson,1
a noted athlete,1
a twin bud,1
Wartenberg Brothers,1
foot jugglers,1
William M. Travers,1
Ivan,1
courier to Countess Nadine,1
Alice Shaw,1
Violet Darling,1
Lily Hart,1
Alice Knickerbocker,1
"athletically inclined, from New York",1
Polly Stockwell,1
Gladys Potcheesi,1
"a deserted ""wuff""",1
Edgar Ballou,1
Alphonso Potcheesi,1
"""a dying che-ild""",1
William Evarts,1
Sartoris Potcheesi,1
"""only a husband""",1
Lucia Carne,1
Mrs. Waters,1
landlady at the Bee Hive Inn,1
Dave Stampfer,1
Pianist for Rita Gould,1
Sammy Sloan,1
George W. Callahan,1
Gladys Clark,1
Susan Gray,1
the new nurse,1
Mae Waldron,1
Elizabeth   ,1
Lucille Pearl,1
Elevator Boy,1
Miss Tommy Carpenter,1
Bathing Girl,1
Zetella Dolores,1
Winter Girl,1
Jack Tate,1
Owner of Car,1
Tom Shannon,1
His Son,1
George Manton,1
Small Boy,1
Mae Wardron,1
Elizabeth,1
Mae Bronte,1
Percy Waram,1
Ned Travers,1
a retired soldier,1
Henri Montmartre,1
Mrs. Gene Hughes,1
Madame Cora Le Grand,1
(Cora the First),1
Adele C. Potter,1
Cora Van Tassel,1
(Cora the Third),1
Cora  ,1
Don Jose,1
Stuyvesant Hinslaw,1
the toreador,1
Harry De Costa,1
Pianist for Jack Norworth,1
Katherine Kavanaugh,1
Zara,1
Cora,1
Addie St. Alva,1
Mrs. Cora Van Tassel,1
(Cora the Second),1
Different From All Others,1
Daisy Beasley,1
Chas. W. King,1
John P. Wade,1
Matthews and Alshayne,1
A Chinatown Fantasy,1
"Milo, Girard, Hughes, Roscoe",1
Mr. John P. Wade,1
Mr. Chas. W. King,1
Miss Daisy Besley,1
singer,1
Diana Storm,1
Everywoman,1
Her Companion,1
Claire Clohissie,1
Conscience,1
her handmaiden,1
Geo. M. Vail,1
Flattery,1
Adelyn Wesley,1
a witch,1
Harry Vernon,1
King Love the First,1
Clyde Benson,1
Bluff,1
Theatre Manager,1
John McKee,1
Puff,1
a press agent,1
Theodore Wilde,1
Time,1
a call boy,1
Harrison J. Terry,1
Wealth,1
a millionaire ,1
Vincent Page,1
Age,1
Marion Bradbury,1
Self,1
Flora Mason,1
Vanity,1
William J. Mack,1
Charity,1
a minister,1
Jack Burt,1
Law,1
Roy Baker,1
Grovel,1
Esther Howard,1
Pert,1
Norine Miller,1
Curls,1
Fred. Hampton,1
Student,1
Lea Leture,1
Bessie Wynn,1
Praline Nutleigh,1
"a footlight goddess of the vaudeville persuasion, to whom sunshine is a novelty",1
Mrs. Honoria O'Day,1
"Wakeleigh Knight's wealthy widowed aunt, with a desire to live down her daylight past in the far West",1
Harry Fisher,1
P. V. Hawkins,1
"of Lonesome Falls, Montana, fiance and business adviser of the Widow O'Day",1
Ann Tasker,1
Rose Hubbs,1
"a rural bud, whose experience in life has been confined to the daylight hours at Reubenville Corners, L. I.",1
Harold Crane,1
Wakeleigh Knight,1
"a gilded youth of the metropolis, and a leading spirit of the Sun Dodgers, a coterie devoted to the night life of the great city",1
Nat Fields,1
Hiram Hubbs,1
"a Long Island Nurseryman, proprietor of the site for Sunless City",1
Todd Hunter,1
who moves along the line of least resistance,1
Jerry Hart,1
Sam Porter,1
"Wakeleigh Knight's colored valet, who works while his master sleeps",1
James Dyso,1
Naomi Dale,1
Mabel d'Elmar,1
Fannie Grant,1
Bert Devlin,1
Frank Gilbert,1
Joseph Hadley,1
Mr. Fred Duffy,1
A Cab Driver,1
Mr. James Dyso,1
Mr. James C. Breese,1
I. M. Stude,1
"another still, of the Sun Dodgers Coterie",1
Mr. Jack Jarrott,1
Y. DeWake Taylor,1
another of the Sun Dodgers Coterie,1
Mr. Harry Clark,1
A. Goode Lamb,1
"man about town, of the Sun Dodgers Coterie",1
Miss Maud Gray,1
Trixie Turner,1
"a ""broiler"" of the Sun Dodgers Coterie",1
Herman Muff,1
Member of the Smithsonian Sextette,1
Meyer Brockheister,1
Jack Williams,1
Jesse James,1
James Thompson,1
Jimmie,1
a negro,1
Florence Roberts,1
C.J. Harvey,1
Colonel Brent,1
Tom Maguire,1
Quinn,1
his servant,1
George Fields,1
Second Shoveler,1
John Fleming,1
Marcus Rooney,1
the innocent victim,1
Bernard Randall,1
Boob Jordon,1
looking for gray squirrels,1
W.H. Ferris,1
Flugeoen Smith,1
owner of the Belleville Quarries,1
Dick Lynch,1
Prob Seagraves,1
Sheriff of Marlin County,1
Jonas Prentice,1
Vivia Ogden,1
Prudy Prentice,1
Erville Anderson,1
Luke Prentice,1
a well-to-do Vermont farmer,1
Patrolman,1
Pedestrian,1
Cameo Rae,1
Edna Rich,1
Affinity,1
Agnes Carlyle,1
Dress,1
Forrest Orr,1
Everyhusband,1
Adele Covert,1
Ann Ives,1
Blanche Lipton,1
Albert Tovell,1
Sporty,1
J. M. Colville,1
Reason,1
Lew Virden,1
Drink,1
Matt Wheeler,1
Wilfred Clarke,1
Colt Albertson,1
The Dreamer,1
Grace Menken,1
Ada  ,1
Helena Aynsleigh,1
Mr. Edward McGuinness,1
"Ada, the cause",1
Mr. Wilfred Clarke,1
"Peter Rolleston, the friend",1
Ada,1
May Herbert,1
Care,1
Mr. Edward McGuiness,1
Peter Rolleston,1
the friend,1
Gladys Granger,1
Everywife,1
Marie Van,1
Jealousy,1
Happiness,1
D. Stanley Brown,1
Rhyme,1
Christina Nielsen,1
Mr. Kenneth Ryan ,1
Miss Vera Finlay ,1
"The Misses May Tormey, Nedda Nilssen, Teresa Allen, Helen Miller, Anita Francesca, Estelle Francesca, Berna Devore, Diane Oste, Elsa Reinhardt, May Willard, Lillian Hanson, Daisy Rudd",1
"Policemisses, Court Spectators, Laundry Patrons, Suffragettes ect.",1
Byrd Goolsby,1
"Philip Sohlke, Percy M. Weller, Edward Stokem, Jack Rice, Jay Melville, Louis Strangard, Charles Miller, Milton Silsbe, Joe Rogers, Victor Bozart",1
Tennis Boys,1
"Celie Pink, Nellie Crawford, Ara Martin, Blanche Barnes, Opal Flynn, Maude Powell, Lee Leontine, Pease Diehl, Margie Cogan, Neinda Snow",1
Tea Girls,1
"Gracia Hammond, Tess Allen, Mabel Allen, Gladys Breston, Billie De Hon, Estella Frazer, Viola Williams, Louise Cameron, Halle Crouse, Sadie Mullen",1
Peeresses,1
"From the Follies Bergere, Paris",1
Singer,1
Robinson's Elephants,1
From the Robinson Circus,1
Schreck and Percival,1
Comedy Acrobats,1
Scottish Highlanders Band,1
Musical Selections,1
tenor in The Village Choir,1
basso in The Village Choir,1
soprano in The Village Choir,1
alto in The Village Choir,1
"tenor, The Village Choir",1
His wife,1
Blance Shirley,1
Bessie,1
their nice,1
Miss A. De Vien,1
Maddalena,1
Sparafucile,1
Miss F. Monti,1
Contesso,1
Conte,1
Mr. F. Mauro,1
Manruff,1
Miss A. Jacoby,1
N. Paggio,1
Mr. G. Pimazzoni,1
Barnaba,1
Mr. G. Auzalone,1
Isobo,1
Mme. A. Baroni,1
Violetta,1
Alfredo,1
Germont,1
Mme. M. Pateri,1
Annetto,1
Barone,1
Mr. F. Macaluso,1
Gastone,1
Flora,1
Mr. A. De Carli,1
Doctor,1
Manrico,1
sporano,1
Mr. B. Sibanello,1
Conte di Luno,1
Mr. G. Auralone,1
Ferrando,1
Azucena,1
Mr. M. Tucanti,1
Ruiz,1
Isebo,1
Mr. G. Ausalone,1
Alice Hoyt,1
Giggling Girl,1
Loretta Dale,1
Bashful Girl,1
Sad Girl,1
Mabel Sparkes,1
Flirt,1
Earl Ryder,1
Osborne Searle,1
Earl Ryder ,1
The Boy,1
Helen Du Bois,1
Lucille Frances,1
Jacob's head designer and creator of gowns,1
Marguerite Zimmerman,1
Show Girl,1
Dorothea Sadler,1
Kitty Gordon,1
Vivien Savary,1
an opera singer,1
Hattie Arnold,1
Mamoute,1
her aunt,1
Nellie McCoy,1
Marion Love,1
an American heiress,1
Ida Fitzhugh,1
Princess Diana,1
of Russia,1
Louise Bliss,1
Princess Stellina,1
Nina Barbour,1
Princess Poppy,1
Frances Ray,1
Princess Floria,1
Princess Berenice,1
Ethel Karey,1
Princess Hortensia,1
Harold H. Forde,1
Prince Ivan of Zergovia,1
Ralph Riggs,1
Troute,1
head of the Secret Service,1
George Ridgwell,1
Poff,1
the Prince's tutor,1
Harrison Brockbank,1
Miloch,1
Regent of Zergovia,1
Arthur Forrest,1
Ozir,1
Minister of War,1
Katherine Witchie,1
Mina,1
maid to Vivien,1
Maud Stone,1
Ruth Gribben,1
Anna Dexter,1
Leah Griffith,1
Erma Sawtelle,1
Edward Lamb,1
the head clerk,1
Frances Ring,1
Fannie Jasper,1
Teresa Fern,1
Jane,1
the chambermaid,1
Mary Murphy,1
Gertrude Dempsey,1
the landlord's daughter,1
Marie Taylor,1
"Mrs. ""Andy"" Dempsey",1
the landlord's wife,1
Frederick Maynard,1
Richard Welles,1
the real estate broker,1
Ione Bright,1
Dorothy Welles,1
Gertrude Dempsey's chum,1
Joseph Leslie,1
Charlie,1
the bartender,1
Yosi,1
George K. Henery,1
Judge Kenneth B. Lampton,1
"ex-judge, practising law",1
Horace James,1
Timothy Battles,1
Mayor of Battlesburg,1
Spencer Charters,1
Tom Donahue,1
a Pinkerton detective,1
Russell Pincus,1
Willie,1
the office boy,1
Lillian Hanson,1
Berna Devore,1
Estelle Francesca,1
Anita Francesca,1
Helen Miller,1
Nedda Nilssen,1
Herbert Dunham,1
Alex. Gibson,1
Leslie Powers,1
Harry Harrington,1
Robert Hunter,1
Barry Delaney,1
Clay Hill,1
John Klaboe,1
Fred Bates,1
Dolly Filley,1
Emily Price,1
May Miller,1
Jane Houston,1
Aileen Pickard,1
Lillian Foster,1
Gertrude Rutland,1
Ray Miller,1
Ethel Tennis,1
Eileen Jackson,1
Margie Herman,1
Amy Wilson,1
Katherine Humphrey,1
Bertie Britton,1
Margaret Day,1
Emil Berla,1
General Chambert,1
[General Chambert's] wife,1
Elsie Dorset,1
Elvira von Tuerk-Rohn,1
Gustav Criquet I.,1
Gustav Criquet II.,1
Gustav Criquet III.,1
Giuseppe Cleofantini,1
"Carl Albrecht, Fred. Wienee, Albert Klein",1
"Alfons, Charles, Josef",1
waiters,1
Albert Klein,1
Josef,1
Fred. Wienee,1
Charles,1
Carl Albrecht,1
Alfons,1
Guiseppe Cleofantini,1
Gustav Criquet III,1
Gustav Criquet II,1
Gustav Criquet I,1
Elvira Von Tuerk-Rohn,1
Horton's Ice Cream,1
"598 Sixth Ave., 142 W. 125th St., 302 Columbus Ave.",1
who composes the wedding ,1
Cecil Cunningham,1
Mary VIIth,1
Queen of Somewhere Else,1
Will Philbrick,1
Villainus,1
step-uncle of the Queen,1
Mlle. Elene Leska,1
Chloe,1
cousin of the Queen,1
Taylor Holmes,1
Billy Gettaway,1
of New York City,1
Catherine Hayes,1
Hepzibah Dodds,1
Gettaway's step-daughter,1
Donald Chalmers,1
The Cheerful Executioner,1
Teddy Wood,1
Rocky's best friend,1
Marion Whitney,1
Deputy Chief Boy Scouts,1
Cynthia  ,1
Briggs French,1
Johnny Williams,1
H. P. Wagner,1
Roddy Reilly,1
Daisy McNally,1
To To,1
Devor Alvarez,1
Tondi,1
Doris Ferges,1
Peepo,1
Mildred Lawrence,1
Dadee,1
Violet De Biccai,1
A Lad Named Cupid,1
Guard ,1
George Healy,1
Guard,1
Billie St. Clair,1
Palace Girl,1
Monte Grayce,1
Somewhere Else Boy,1
Fred M. Fisher,1
Billy Wright,1
Martin Conroy,1
Freddy Truesdale,1
Alys Baldwin,1
Sophia,1
"one of Chloe's friends, who believe the proper study of Womanhood is Man",1
Blixie Murrie,1
Gloria,1
Cynthia,1
Phoebe,1
Ellen Evans,1
Daphne,1
"Messrs. Lovie, Bogart, Nathan, Gold, McCormack, Landres, Deem, Wilson, Rubinroff, Rose, Dreese, Brunner, Cordero",1
Waiters,1
"Messrs. Cryan, Long, Jackson, Doolan, Sachs, Cody, Scott, Reese, Edward, Pendergast",1
Porters,1
"Misses Loraine, Jerome, Merritt, Ashton, Proctor, Barrie, Hill, Linnell",1
Manicures,1
"Misses Siegel, Rudd, Roche, McKenzie, Gray, Campbell, Thornton",1
Maids,1
"Misses Babin, Smith, Adair, May, Hill, Barnette, Mooney, Williamson",1
Waitresses,1
"Misses Huntington, Parry, Perot, Rothwell, Myrtle, Oliver, Springer, Langdon",1
Bell Boys,1
"Misses Williamson, Ashton, Barnette, Mooney, Merritt, Hill, McKenzie, Linnell",1
Bridesmaids,1
"Misses Merritt, Smith, Roche, Barnette, Linnell, Oliver, Lean, Springer, Adair, Gray, Ashton, Williamson, May, Barrie, Hill, Proctor, Loraine, Myrtle, Rothwell, Siegel, Parry, Campbell, Hill, McKenzie, Jerome, Frazer, Rudd, Thornton, Huntington, Perot, Baline, and Langdon",1
Fishermaids,1
"Messrs. Cryan, Jackson, Lovel, Doolan, Sachs, McCormack, Landres, Rubinroff, Edward, Gold, Cardero, Pendergast, Reese, Brunner, Wilson, Nathan, Scott, Cody, Lang, Drees, Rose, Bogart, Deem",1
Peasants,1
Arthur Deagon,1
Hon. Terence Donnybrook,1
a professional peace agitator,1
Frank Pollock,1
Willie Petruchio Perkins,1
the unkissed child of peace,1
Ernest Torrence,1
Sir Hannibal Hobbs,1
British Ambassador to Guam,1
Capt. Paul Jones,1
"U. S. N., a hero",1
Saffron Kidd,1
"editor, N. Y. Daily Chanticleer",1
General Cortez,1
official clock-winder of Guam,1
George Burke Scott,1
Hoppy Toddy,1
an Igarotte head-hunter,1
Anna Estelle Wolcott,1
Margaret Smith,1
Cigarettes,1
Twelfth Night,1
"a bos'n, U. S. N.",1
Henriette Wakefield,1
Juanita Mendoza,1
a Spanish exile in Guam,1
Jessie Bradbury,1
Arabella Smithson,1
a waitress (in Summer),1
"Capt. Paul Jones, U. S. N.",1
a hero,1
Alice Yorke,1
Hildegarde Tyler,1
a college girl (in Winter),1
son of the murdered man,1
James T. Hurley,1
Mr. Argyle's lawyer,1
Counterfeiter,1
manager Kayton's N. Y. Office,1
Detective  ,1
Olive Oliver,1
Mrs. Martin,1
wife of Dr. Kreisler,1
Agnes Everett,1
Mrs. Wyatt,1
her companion,1
Josephine Stevens,1
Kitty,1
Son of the murdered man,1
John Beck and Frank Russell,1
Simeon Gage and William Skidd,1
Counterfeiters,1
"Manger, Kayton's N.Y. Office",1
A Government expert,1
a butler,1
John Beck,1
Simeon Gage,1
Ann ,1
Claire Beverly,1
Thomas Wiggins,1
Thomas Wiggin,1
Percy M. Weller,1
Opal Flynn,1
Peeress ,1
Formerly of the Lunch Counter Girl Company and now of the Peerage,1
Totts Hornblower,1
Minstrel Banderine,1
Edward McNulty ,1
Susie Simpson,1
Harry Crapo,1
J.K. Murray,1
Pali Racz,1
the Gypsy Leader,1
Robert Buchanan,1
Count Mustari,1
his Master of Ceremonies,1
Albert Hedges,1
Joska Fekete,1
Irene Pawloska,1
Juliska Fekete,1
Charles Meakins,1
Count Irini,1
Bert Gilbert,1
Cadeaux,1
his shadow,1
Jack Squires,1
"Count Estragon, H. R. H.",1
H. R. H. King of Massilia,1
Edward Smith,1
Eva Ball,1
Child of Racz,1
Bernard Schmidt,1
Gypsy Violinist,1
Debutante,1
"Misses Sheridan, Muller, Lee, Fellows, Elliott, DeWitt, Mason, Mellette, Flint, Gray, Huben and Thaber; Messrs. Buchanan, Smith, Pollock, Stewart, Colvin, Heilbrun, Black, Squires, McAvoy, Crapo, Brackett, Condon, Devore, Everett and Pikos",1
Guests,1
"Misses Busch, Borden, Ray, Huben, Florida Bellaire, Rita Bellaire, Morn and Christopher",1
Debutantes,1
